mesto,ocena,ime,kategorija,objave,vpisani,ogledi 
3630,B+,Bobby Duke Arts,howto,79,2.93,243278722
3631,B+,Dani Hoyos,entertainment,294,2.93,212596921
3632,A-,WaveMusic,entertainment,1229,2.94,841246049
3633,B,Surprise Collector &amp; Sunshine,entertainment,632,2.93,1604479210
3635,A-,anasala family I أنس و أصا�…,,111,2.93,374052479
3636,A-,Glenn Julifer,entertainment,665,2.93,338875786
3637,A-,carwow,autos,1100,2.93,797213869
3638,B+,guitarraviva,entertainment,794,2.93,444275941
3639,B+,KREOSAN,tech,243,2.93,501056232
3640,B+,ElectroBOOM,tech,127,2.94,232636055
3641,B+,Vietnam Esports TV,games,8942,2.93,1292484132
3642,B+,SoftpomzChannel,entertainment,388,2.93,435233698
3644,B,Jully Molinna,entertainment,376,2.92,119961978
3645,B+,El Canserbero,music,98,2.99,822455233
3646,B+,Lexa Oficial,music,112,2.92,642150442
3647,A-,Mrwhosetheboss,tech,1227,2.92,483285734
3648,B,Mauro Nakada,entertainment,274,2.92,154529498
3649,A-,bradesco,entertainment,478,2.92,1507114108
3650,B+,Caseirices Kids,entertainment,308,2.92,511975559
3651,B+,Cristiano Araújo,music,64,2.92,1291392837
3652,B,Mor Music,music,33,2.92,79396412
3653,B+,Alexis Tejada,howto,369,2.92,237495751
3654,B,Lilly Singh Vlogs,people,1510,2.92,437249758
3655,B,Mica Suarez,entertainment,158,2.92,232013692
3656,B-,Our2ndLife,comedy,639,2.92,424083354
3657,A-,Poll Production,music,2250,2.91,4169634987
3658,A-,Corridor Crew,people,728,2.91,432104044
3659,B,Séan Garnier,entertainment,312,2.91,251683278
3660,B+,TIvsTIP,music,113,2.91,855350460
3661,B+,تلفاز١١,comedy,238,2.91,402944365
3662,B+,theShow,entertainment,975,2.91,969979418
3663,A-,Новий Канал,entertainment,12789,2.91,1750669468
3664,B+,Die Antwoord,music,106,2.91,836005263
3665,A,스위트티비 SweetTV,education,1008,2.91,1187455003
3666,B+,Justin Quiles,music,198,2.91,1209531853
3667,B+,Sherin Amara,comedy,110,2.91,171617807
3668,B+,KapitalMusicTv,music,98,2.91,1997183197
3669,B,Kelly Clarkson,music,179,2.91,128851185
3670,A-,Fun Family,education,587,2.91,765673872
3671,A-,Extreme Trends,entertainment,655,2.91,457463155
3673,B,Gigi Gorgeous,howto,515,2.91,490027113
3674,B+,WowShow,tech,270,2.91,947856720
3675,B-,Nego do Borel,music,10,2.92,47259048
3676,B,Julia Doorman Cabelos de Rainha,people,616,2.91,192267664
3677,B,Big Russian Boss Show,entertainment,155,2.91,324148912
3678,B,Break,comedy,547,2.9,754233157
3679,A-,ascadamusik,music,196,2.9,1337634394
3680,A-,Discovery Kids,entertainment,580,2.9,764837927
3681,B-,Sean Paul,music,48,2.9,33296281
3682,B+,Alex Paúl,entertainment,247,2.9,157226239
3683,A-,Stokes Twins,people,73,2.9,223221785
3684,B+,CarlyRaeJepsenVEVO,music,83,2.9,1849337508
3685,A-,Farjana Drawing Academy,education,521,2.9,329510945
3686,B+,백종원의 요리비책 Paik's C…,,82,2.9,100443150
3687,A-,Enterr10 Music Bhojpuri,entertainment,336,2.91,1118256008
3688,A-,Nek Music Tv,music,1030,2.9,2616012685
3689,A,Свинка Пеппа Русск…,film,424,2.9,1808180381
3690,B-,Nike Football,sports,8,2.9,1441880
3691,B+,SwagyTracks,music,1821,2.9,1552836465
3692,B,swiftor,games,3793,2.9,554364000
3693,A,Anupam Movie Songs,,1387,2.9,1290629196
3694,A-,Mều Channel,games,367,2.9,1051204974
3695,A-,Nassif Zeytoun,music,99,2.9,1081451839
3696,B+,To Catch a Cheater,entertainment,180,2.9,494700089
3697,A-,HollywoodLife,entertainment,8199,2.9,1694269889
3698,A-,Glamour,entertainment,1629,2.9,926584353
3699,B+,Freememeskids,,62,2.9,457399399
3700,B,NatesLife,people,555,2.9,500557717
3701,B+,LT.LICKME,games,95,2.9,233738925
3702,B+,Life Noggin,education,373,2.89,427352830
3703,B,FRED,comedy,189,2.89,1295549407
3704,B,ArteMaster,entertainment,280,2.89,262044673
3705,A-,Irmãos Oliveira,entertainment,177,2.89,378097852
3706,A-,Khesari Music World,,582,2.9,874527917
3707,A-,Мультики студии Со…,film,1062,2.89,2585178939
3708,B+,Richard Rasmussen,entertainment,470,2.89,174090885
3709,A-,Beto Sierra,music,898,2.89,1159445905
3710,B+,Gajendra Verma,music,20,2.89,520457618
3711,A-,Студия Квартал 95 Onl…,comedy,3267,2.89,1514101048
3712,A-,Robin Schulz,entertainment,256,2.89,2180504047
3713,B,Sarinha,games,3018,2.89,868404494
3714,A-,La Adictiva,people,107,2.89,1149213790
3715,B+,กิต งายย,,382,2.89,290626808
3716,B+,Wass Freestyle,sports,469,2.88,534546122
3717,B+,Amr Maskoun | عمرو مسكون,entertainment,258,2.88,594880336
3718,B,BrosNacion,entertainment,291,2.88,383757002
3719,B+,Jauja Cocina Mexicana,howto,499,2.88,368578699
3720,A-,ASÍ ES LA VIDA,,315,2.88,666999152
3721,B,Egoraptor,games,101,2.88,508786700
3722,B-,Jc Caylen,entertainment,133,2.88,175651648
3723,B,Tina Yong,howto,358,2.88,324892629
3724,B-,bubzbeauty,howto,490,2.87,433652845
3725,B-,La Arrolladora Banda El Limón,music,60,2.88,22730570
3726,A-,Bely y Beto Oficial,entertainment,283,2.88,1224810416
3727,B+,تكسلر | Txlir,people,440,2.88,320139654
3728,A-,Un Poco De Todo,entertainment,349,2.88,345376140
3729,B+,Natasha Wilona,howto,247,2.88,184092731
3730,A-,ETV Plus India,comedy,20688,2.87,2510837604
3731,B+,Origins Explained,education,624,2.87,624557512
3732,B+,Kowiy,games,477,2.87,534005896
3733,C+,Kingsley,entertainment,3,2.87,385479
3734,C+,Preto no Branco,,13,2.87,386515
3735,B+,Cong TV,comedy,268,2.87,240549056
3736,B+,Slime Satisfaction,education,1245,2.87,957528767
3737,B+,Noisey,music,1824,2.87,1103316703
3738,A-,IMPACT Wrestling,sports,14540,2.87,1882371033
3739,A-,TOPLINE Music Official,music,777,2.87,1691502969
3740,B+,Crypt TV,film,410,2.88,356729016
3741,B+,MILGRAU,sports,306,2.87,120963359
3742,B+,World Train Toys,,499,2.87,713192354
3743,A-,systemofadownVEVO,music,22,2.87,2544415201
3744,A-,BUSHIDO,music,186,2.87,1292164958
3745,B,Katia Vlogs,,13,2.87,41395646
3746,B+,Favio Apaza-MansOn,entertainment,2052,2.87,1633502899
3747,B+,Deive Leonardo,,118,2.87,133750971
3748,A-,AndrewSchrock,people,2724,2.87,1979410197
3749,B+,CarryisLive,entertainment,470,2.88,279211876
3750,B,Muftgyan Guruji,people,232,2.86,191109228
3751,B,Exam Cracker Adda,,657,2.86,95485852
3752,B,Tove Lo,music,28,2.86,7376735
3753,A-,Shawar,,191,2.86,445224147
3754,A,DIEN QUAN Film,,2908,2.86,1182342564
3755,B,Nicole Guerriero,howto,674,2.86,343544328
3756,B+,Ольга Матвей,people,904,2.86,396555688
3757,A,SebastianYatraVEVO,music,40,2.86,4452078285
3758,B,Marcus &amp; Martinus,music,234,2.85,85156195
3759,B+,O Primo Rico,people,370,2.86,103123462
3760,B,WindyGirkTV,games,1143,2.85,382353950
3761,A-,RDC Rajasthani HD,music,3161,2.85,856522171
3762,A,SportsHD,sports,239,2.85,834705074
3763,B+,PressTube,tech,238,2.85,480788119
3764,B,たーたんねる,education,116,2.85,128447839
3765,B+,BookOfKen,entertainment,242,2.85,481394868
3766,B+,Susi kids TV,entertainment,797,2.85,2044258501
3767,D-,Rabbitholebd Entertainment,entertainment,1902,2.85,323817963
3768,B+,Batom Atrevido,comedy,307,2.86,285171624
3769,A-,RT en Español,news,57405,2.85,1746536300
3770,B+,gRUNgerOFICIAL,entertainment,987,2.85,615650388
3771,B+,Gyaan,,323,2.85,300567009
3772,B+,The snack,comedy,322,2.85,421818819
3773,A-,TRUE GYM,sports,646,2.85,762862615
3774,B-,Super Kids,entertainment,33,2.85,673523607
3775,B,Morgana Santana,entertainment,794,2.86,190441513
3776,B,MrAntoineDaniel,comedy,79,2.85,319136421
3777,B+,Nil Ojeda,entertainment,276,2.85,246620450
3778,A-,ANTV - Truyền hình Công an Nh�…,news,28629,2.85,1774819871
3779,B+,Eğlence Zamanı,entertainment,600,2.85,968438981
3780,B+,DJ Game Remix in Thailand,people,221,2.85,607876161
3781,B+,Scotty Sire,comedy,499,2.85,394472133
3782,B+,SrRed,games,150,2.85,295501974
3783,A,GNP Music,music,617,2.84,2094039300
3784,B+,Exility,games,130,2.84,149424584
3785,B+,MosoGourmet 妄想グルメ,howto,1455,2.84,1449870431
3786,B+,BE NATURAL,,666,2.84,297378716
3787,A,Kan &amp; Aki's CHANNELかんあきチ…,people,1301,2.84,6185201630
3788,A+,Lâm Vlog,,507,2.84,876492660
3789,B+,TheChildhoodLife Kids and Toys,people,1106,2.84,1528408371
3790,B,Oli White,entertainment,368,2.84,443050519
3791,A-,Bebe Milo,games,1464,2.84,933907496
3792,A-,PJ Masks Official,film,314,2.85,1061144934
3793,B,ЛИТВИН,people,72,2.84,149870012
3794,B+,الطريق إلى الجنة Roa…,people,80,2.84,168899727
3795,A-,VK News,news,8466,2.84,774135189
3796,B,VenturianTale,games,3316,2.84,2185854669
3797,A-,DANIEL BOY,people,231,2.84,1016824411
3798,B,DANCE TUTORIALS,howto,260,2.84,186521039
3799,B+,naarkw نار,people,1362,2.84,1037049086
3800,A,3Palavrinhas,film,273,2.84,1869145223
3801,B+,AshStudio7,sports,453,2.84,645962100
3802,A,ETV Dhee,,1109,2.83,1996096843
3803,A-,Hebbars Kitchen,people,1196,2.83,514707690
3804,B+,VIP Records,music,772,2.83,706910199
3805,B+,AlmazanKitchen,howto,381,2.83,239903481
3806,A-,Random Encounters,games,763,2.83,971388233
3807,B+,RusGameTactics,games,6908,2.83,1105469340
3808,B+,Science Channel,entertainment,2002,2.83,639366747
3809,B+,MaSTAR Media,film,635,2.83,611756646
3810,D-,The 2x Family,people,90,2.83,197944853
3811,B+,MercifulServant,education,964,2.83,489251023
3812,A,Tarang TV,entertainment,19677,2.83,2362374939
3813,B+,Real Stories,film,758,2.84,613572019
3814,B+,TRAP MUSIC NOW.,music,1606,2.83,710650613
3815,B,Amanda Cerny,comedy,92,2.83,196864831
3816,A-,Sangeeta Music,music,2290,2.83,824357371
3817,B,Cat Juguetes,entertainment,74,2.83,834149212
3818,A-,ElAlfaElJefeTV,entertainment,85,2.83,935711801
3819,B+,FP do Trem Bala,music,527,2.83,610600893
3820,A-,YNW Melly,music,84,2.83,818474212
3821,B+,EVERLEIGH OPENS TOYS,people,90,2.83,376264985
3822,B-,Alvaro Soler,,34,2.83,7018969
3823,A-,Dunya News,news,52504,2.83,877554772
3824,B+,DSL English,education,446,2.83,120500605
3825,B+,Rap Nation,music,1199,2.83,482336110
3826,B,Sunbeary,entertainment,228,2.83,449157328
3827,B+,Musculos e Corpo Definido,sports,656,2.83,270309528
3828,B+,عشوائيات فكرية,entertainment,888,2.82,297621375
3829,A-,BIG OG-ANIC,people,27,2.82,803468933
3830,B,Benshorts,comedy,596,2.82,335672001
3831,B,Patricia Bright,howto,726,2.82,296485186
3832,A-,YASH KE EXPERIMENTS,tech,277,2.82,489498624
3833,B+,FlowUrban,music,91,2.82,49911394
3834,B+,Current Affair Special{DU},,887,2.82,92846813
3835,D-,CID VELA,music,181,2.82,308903571
3836,B+,The Ohana Adventure,people,1125,2.83,794986215
3837,B,Vet Ranch,education,310,2.82,369427285
3838,A-,OverSimplified,entertainment,18,2.82,238868421
3839,B+,RageElixir,games,1755,2.82,506323291
3840,B+,Mumbiker Nikhil,people,948,2.82,573874198
3841,A,الحب لا يفهم الكلام,,261,2.82,1748019013
3842,B+,Naruciak,entertainment,674,2.82,463632315
3843,A-,PrestonPlayz,,204,2.82,484735049
3844,B,Kid Ink,music,144,2.82,108011730
3845,B,Grace Helbig,people,929,2.82,325761858
3846,B+,Geekyranjit,tech,2680,2.81,572247848
3847,B+,Nat Geo WILD,entertainment,3075,2.81,853506391
3848,B+,MrUnfiny,games,1952,2.81,737654118
3849,B+,Muse,music,159,2.81,1708264712
3850,A,Jaeguchi,music,316,2.81,1556482591
3851,B+,Ikram Bellanova,howto,280,2.81,320699467
3852,A-,PANJI PETUALANG,,452,2.81,375406058
3853,B,My Primary Solution,tech,949,2.81,128001325
3854,A-,Lagu Anak Indonesia Balita,education,229,2.81,1148211992
3855,B+,MED SPORT,sports,811,2.81,431580668
3856,B+,Nobreza Games,people,409,2.81,240531329
3857,B,Hora de DIY * ¡Hoy no hay cole!,howto,1181,2.81,540876202
3858,B,La Pereztroica,comedy,257,2.81,167432913
3859,B+,Tech Insider,tech,3647,2.81,927985386
3860,B+,planbVEVO,music,22,2.81,2431659079
3861,B+,JOYCA,comedy,186,2.82,378794871
3862,B+,David Vlas,entertainment,513,2.81,475326618
3863,B,Lenarr Young,comedy,207,2.81,274459909
3864,B,Mr. Hacker &amp; Team,entertainment,113,2.81,470959037
3865,A-,TheCGBros,film,4223,2.81,967894678
3866,A,Videos de Slime,entertainment,310,2.81,726294289
3867,B,DJ.DREAMERTH,games,779,2.81,259825411
3868,B+,TheSmithPlays,games,2017,2.8,739004073
3869,B+,Bruno Vlogs,comedy,194,2.8,180957125
3870,B,Danielle Noce,howto,1048,2.8,353649592
3871,A-,Show TV,film,8066,2.81,2111046754
3872,A-,WhatsUpMoms,entertainment,795,2.8,1938716728
3873,B,Danielle Diz,entertainment,192,2.8,190227216
3874,B,Technical Baba Nitya,tech,869,2.81,106215753
3875,B+,Kidd Keo,music,67,2.8,629025351
3876,B,YouAlwaysWin,games,7990,2.8,1451352942
3877,B+,mania japansong,entertainment,1830,2.8,1430070824
3878,B-,kev,comedy,97,2.8,323310666
3879,B+,Rafael Chocolate,entertainment,143,2.8,223237034
3880,B+,HOT 97,music,7267,2.8,1237476302
3881,A-,Single Track Studios,music,1586,2.8,1032919816
3882,B+,Lore Improta,people,389,2.8,436259380
3883,B,Quick Support,people,218,2.8,91348469
3884,A-,RonaldOMG,games,1551,2.8,1016357205
3886,A-,ไหทองคํา เรค…,music,236,2.8,1387200220
3887,B+,Topes de Gama,tech,2636,2.8,554901372
3888,A-,Dramas Central,entertainment,20589,2.8,699317963
3889,B+,Oh Long Johnson,games,261,2.8,912824833
3890,B+,JokerIsME,comedy,102,2.8,915920308
3891,A-,Top Talent,entertainment,520,2.79,933678395
3892,A-,Assala Nasri,music,215,2.79,1007181128
3893,B+,Body Mania,sports,1170,2.79,544033785
3894,B+,ПРИЯТНЫЙ ИЛЬДАР,people,418,2.79,431552949
3895,A,WhenGamersFail ► Lyon,games,3323,2.79,2544143952
3896,B,ViralBrothers,entertainment,93,2.79,602569861
3897,A-,Disney Studios LA,film,907,2.8,1653244169
3898,A-,Alex Rose,,49,2.8,1088082479
3899,B,TeroserPlay,games,3941,2.79,634917741
3900,B+,اعرف دينك,people,3392,2.8,435367165
3901,A-,Michou,games,583,2.79,552616653
3902,A-,AS Mobile,,1766,2.79,697515911
3903,A-,Urban Roosters,music,1515,2.79,421815349
3904,B,Ty Dolla $ign,music,141,2.79,1106392968
3905,B+,Felps,games,2011,2.79,657063116
3906,B,MovieCon Animation,people,660,2.79,59026505
3907,B-,Scarce,news,1553,2.79,674155807
3908,B,Simply Not Logical,entertainment,75,2.79,183425910
3909,B,Natureba - Curas Naturais,howto,1116,2.79,311292860
3910,C+,Joey Montana,music,26,2.79,6745743
3911,B+,nathan fingerstyle,music,360,2.79,440225597
3912,B+,CrazyDek,film,121,2.79,723322430
3913,B+,Nhạc Thiếu Nhi,,172,2.78,709267585
3914,A-,AnAn ToysReview TV,entertainment,196,2.78,2114616133
3915,B+,BANG ALEX,games,516,2.78,443845433
3916,B+,MS TV,,462,2.78,277030813
3917,A-,Rakanoo,games,1579,2.78,740166324
3918,B,Mario Bautista,entertainment,19,2.78,258334785
3919,B,Godson - Gaming,games,2273,2.78,947703692
3920,B+,funkyblackcat,games,2010,2.78,633066207
3921,B+,Guillaume Pley,entertainment,2395,2.78,829693221
3922,B+,AronChupaVEVO,music,18,2.78,1396717306
3923,B+,Котайн,people,313,2.78,291981406
3924,B+,Rtv Drama,film,2527,2.78,558164138
3925,A-,Twins &amp; Toys,entertainment,125,2.78,1348757081
3926,B,Mario Luna - NetKaizen,education,496,2.78,192025258
3927,B,DILLERON ★,games,1976,2.78,984773158
3928,B+,Andrés Navy,entertainment,400,2.78,516177259
3929,A-,กาย หงิด,games,329,2.78,414731072
3930,B,WhaTheGame,games,669,2.78,501719938
3931,B+,webtekno,tech,1114,2.78,669328619
3932,D-,Fizzy Toy Show,entertainment,1097,2.78,2140900666
3933,B+,Strictly Dumpling,travel,410,2.78,471825059
3934,A-,Компот,games,856,2.78,934245018
3935,B,Slamacow,film,47,2.78,455098114
3936,A-,Scotty Kilmer,autos,1655,2.78,808181605
3937,A-,ohana clip,comedy,385,2.78,540254063
3938,B+,NDJ Film Official,music,1589,2.78,1077731846
3939,A-,The Graham Norton Show,entertainment,904,2.77,1574911986
3940,B,Learnex - English lessons through …,education,441,2.77,109199427
3941,B+,Miss Gaby e Família,entertainment,41,2.77,575899397
3942,B+,Formula,games,762,2.77,303301084
3943,B,Vício Feminino,howto,1247,2.77,276420786
3944,B+,SomeThingElseYT,entertainment,59,2.78,241843275
3945,B+,Sananas,howto,706,2.77,392638984
3946,B,Hi Patrick,games,165,2.77,180876587
3947,B,Top Manias,entertainment,95,2.77,268056620
3948,B+,Gabriel Diniz,music,147,2.77,169156354
3949,B,tasya farasya,howto,248,2.77,207431834
3950,B+,Happy Bachpan,entertainment,286,2.77,652333848
3951,B,halawiyat karamilla حلويات �…,education,669,2.77,320484074
3952,B+,Letstalk Bollywood,,638,2.77,456242692
3953,B+,VRL Bramasta,people,115,2.77,125173893
3954,A-,Garena Free Fire LATAM,games,217,2.78,153907874
3955,B,AtilaKw,music,96,2.77,430325504
3956,A-,RCSparks Studio,autos,1487,2.77,1483891780
3957,B+,Wefere,entertainment,1239,2.77,465267801
3958,B+,MILYHYA,games,85,2.76,241387985
3959,B,New Hindi Dubbed 2019 Movies,people,113,2.76,217095235
3960,B,Boyinaband,music,562,2.76,276037142
3961,D-,Atraviesa lo desconocido,tech,850,2.76,540755424
3962,A,BR Chopra - TV Serials - B.R. TV,,1198,2.76,1000675197
3963,B,SecretosdechicasVIP,howto,409,2.76,211402126
3964,B-,Sierra Furtado,howto,193,2.76,162367747
3965,A-,musisi jogja project,,646,2.77,433302658
3966,B+,ИЛЬДАР АВТО-ПОДБОР,autos,306,2.76,472154251
3967,D-,Sunnyside en Español - Canciones …,film,156,2.77,196971608
3968,A-,HITS Records,music,905,2.76,841054964
3969,B+,Baturay Anar,games,953,2.76,689697535
3970,B,JulianSerrano7,comedy,158,2.76,245697777
3971,B-,THE MAGIC HOUSE,entertainment,299,2.76,162454980
3972,A-,KinoCheck International,entertainment,2744,2.76,1983776631
3973,B+,elmayo97,games,970,2.76,304584590
3974,B,Brinquedos Bonecas &amp; novelinhas,film,1146,2.75,957310736
3975,B+,هل تعلم؟ علوم وتكن�…,entertainment,922,2.75,320734772
3976,B+,P 4 Pakao,entertainment,389,2.75,705377064
3977,B+,My Chemical Romance,music,168,2.75,1049385855
3978,D-,All4FunVLOGS,people,490,2.75,384499433
3979,A-,BBGro,entertainment,77,2.75,790298842
3980,B+,BigSeanVEVO,music,54,2.75,1485069809
3981,B,ItsOsoTV,comedy,57,2.75,90044776
3982,B,Priya Malik,howto,533,2.75,247009895
3983,A-,IZA,music,43,2.75,577064829
3984,D-,Yashi Films,,632,2.75,730317872
3985,A-,Warner Music México,music,1393,2.75,3527209485
3986,B+,Magic Music,music,425,2.75,440908007
3987,B,Ella Mai,people,31,2.75,125005866
3988,B,Rich Ferguson,entertainment,604,2.75,412578096
3989,B+,ТОПЛЕС,education,147,2.75,256527361
3990,A,Suresh Productions,entertainment,4573,2.75,1472039365
3991,B,Wisecrack,education,500,2.74,366338856
3992,B+,The Verge,tech,3814,2.74,739183286
3993,B,Unknown Mysteries Hindi,,287,2.74,259320177
3994,B+,Piemations,comedy,102,2.74,563037462
3995,A-,หม่อมถนัดแด�…,people,991,2.74,697049653
3996,B+,Team Naach,entertainment,142,2.74,403811113
3997,B+,Lil Baby Official 4PF,,15,2.74,367127422
3998,B+,JONAS,entertainment,868,2.74,748495920
3999,B,English with Lucy,education,197,2.75,97347457
4000,B,SAH4R SHOW,games,665,2.74,444105338
4001,A,Bizarrap,people,59,2.75,450171704
4002,B+,Moviebox Record Label,music,3350,2.74,1165708670
4003,B+,Tech FC,tech,525,2.74,206781289
4004,B+,LE GRAND JD,entertainment,254,2.74,290972098
4005,A-,Nicole Tv,comedy,121,2.75,115619583
4006,B+,keshaVEVO,music,50,2.74,1486267613
4007,C+,Kendji Girac,people,8,2.74,1172392
4008,A-,Galileo,entertainment,3589,2.74,2075663580
4009,A-,Auron,,37,2.74,75576883
4010,B+,Sonotek Digital,music,940,2.74,348361338
4011,A-,TheMoshayaFamily,people,166,2.74,1079395140
4012,B,Nader Ahmed,comedy,38,2.74,242754003
4013,A-,Anny e Eu Family,entertainment,420,2.75,631354274
4014,B,Albernameg,entertainment,616,2.73,303257463
4015,A,tvN DRAMA,entertainment,21995,2.73,2081679061
4016,B,Cryaotic,games,2202,2.73,495388907
4017,B,Cherlloydvevo,music,74,2.73,942853237
4018,B+,Leo da Hornet,entertainment,493,2.74,208537829
4019,B+,TFIL,entertainment,311,2.73,395238237
4020,B,brusspup,tech,221,2.73,637145074
4021,B+,Meryem Can,entertainment,287,2.73,414337785
4022,A-,BangerChannel,entertainment,687,2.73,1537385884
4023,B+,Что если,entertainment,143,2.73,403106688
4024,A,442oons,sports,1091,2.73,1838226252
4025,D-,The HunGama Films - Ab Mauj Legi D…,entertainment,303,2.73,439662801
4026,B+,Descomplica,education,2929,2.73,185697407
4027,B,SethEverman,entertainment,32,2.73,203793741
4028,A-,Magnet World,,192,2.74,634595289
4029,B+,Natural Cures,howto,951,2.73,303891346
4030,B+,StromaeVEVO,music,26,2.73,1548711621
4031,B,Guru Randhawa,music,205,2.73,176245975
4032,B+,Putu Bahagiana - Kontrakankeras,people,492,2.73,290180994
4033,A-,SQUEEZIE GAMING,,150,2.73,401091150
4034,B+,Все буде добре,howto,9080,2.73,780810031
4035,B,Ubisoft,games,10397,2.73,977373305
4036,D-,Funimation,entertainment,9704,2.73,944800746
4037,B,Joe Penna / MysteryGuitarMan,entertainment,272,2.73,382064825
4038,D-,Bananakids by Totoykids,film,47,2.73,382514934
4039,B,밴쯔,people,2319,2.73,1121448631
4040,B,Carolinne Silver,comedy,242,2.73,116401987
4041,B+,Trend Spot,,114,2.73,183211038
4042,B+,Jester,entertainment,427,2.73,474459340
4043,B,Huhu,tech,1604,2.73,433581958
4044,B+,Hopsintv,music,125,2.73,758268434
4045,B,HeyKroni,games,3509,2.72,294336833
4046,B+,Thibaan Channel,,340,2.73,1217742557
4047,B+,Funny Or Die,entertainment,3735,2.72,998107744
4048,B,Killem,entertainment,153,2.72,341323832
4049,B+,Fede Vigevani,entertainment,178,2.72,150411478
4050,B,Learn English with Emma [engVid],education,160,2.72,146603922
4051,A-,Letupita725HD★,film,2137,2.72,3872356402
4052,B+,Marcos e Belutti,music,164,2.72,1267251685
4053,A-,Toys and Fun,film,1452,2.72,2034999925
4054,A-,CBR,film,1490,2.72,865568665
4055,A-,Lunay,music,11,2.72,775730300
4056,A-,Aventura,music,94,2.72,2314263007
4058,B+,Tukomi,comedy,103,2.72,229865693
4059,B,Acredite ou Não,entertainment,324,2.72,247695034
4060,B+,Gaurav Chaudhary,,101,2.73,107093811
4061,B+,YouANDi Games,games,1827,2.72,760429053
4062,A-,Akosi Dogie,games,913,2.72,255729524
4063,B+,Boldsky,howto,12700,2.72,529168379
4064,B,Univrsal Media Pro,entertainment,822,2.71,50488757
4065,B+,MakiGames,entertainment,789,2.71,356183238
4066,B,Tori Kelly,music,106,2.71,176586641
4067,B,Steve Aoki,music,863,2.71,366285690
4068,A-,Furious Jumper,games,3494,2.71,1619706173
4069,B+,N.E Let's Eat,,631,2.71,737970735
4070,B+,Homosapiens,entertainment,205,2.71,357688645
4071,B+,Top5Gaming,,397,2.71,526955269
4072,B+,MrBossFTW,games,6221,2.71,1002255835
4073,B,Soft Fun,tech,733,2.71,210081107
4074,B+,Rick Marin,games,1364,2.71,409378093
4076,A-,Cuentos y Canciones Infantiles,film,260,2.71,864109496
4077,B+,Eko Languages,people,478,2.71,178182431
4078,B,Hindi Tutorials,tech,837,2.71,115780673
4079,A-,DroidCheat,games,3768,2.71,1595912685
4080,A-,Disney Junior Brasil,film,1268,2.71,1150372566
4081,B,Chaos,games,5935,2.71,737840753
4082,B,Chloe Morello,howto,523,2.71,292256339
4083,B-,Alex Wassabi,entertainment,340,2.71,359640209
4084,B,Isadora Pompeo,music,86,2.71,106980602
4085,B+,Viwa Food World,entertainment,201,2.71,419078222
4086,B,Bayu Skak,comedy,226,2.7,218836504
4087,B+,Asia's Got Talent,entertainment,778,2.7,754312082
4088,B,Christian DelGrosso,entertainment,588,2.7,461806698
4089,B+,CantorEduardoCosta,music,225,2.7,165170688
4090,B,DieLochis,entertainment,641,2.7,1001116252
4091,B+,BASS BOOSTED SONGS,music,350,2.7,420544824
4092,B,DeiGamer,games,2882,2.7,816013314
4093,B+,Adoradores Na Net,entertainment,102,2.7,166478800
4094,B+,Alpha Facts,people,274,2.7,248958344
4095,A-,GAN_13_,comedy,301,2.7,799537425
4096,C+,yuyacst,entertainment,25,2.7,63507077
4097,A-,SuperbLyrics,music,714,2.7,1066981277
4098,B,Brincadeira de Criança,people,1072,2.7,567742176
4099,B+,What If,,211,2.7,208821601
4100,A-,More EmilyTube,entertainment,494,2.7,667082288
4101,B,Nerdist,entertainment,2410,2.7,497498696
4102,B+,Nightblue3,games,994,2.7,1049466067
4103,A-,พอดีม่วน STUDIO,,199,2.7,953223287
4104,B+,Время и Стекло,music,103,2.7,1423981021
4105,B,Taylor Davis,music,196,2.7,442108389
4106,B+,VICKY RECETA FACIL,education,767,2.7,344265190
4107,B,Lucie ToysReview,film,109,2.7,395422433
4108,A-,桐崎栄二.きりざきえいじ,comedy,492,2.7,1240822994
4109,A,हिंदी - Genevieve's Play…,,45,2.7,855796272
4110,A-,Diva The Series,film,405,2.7,1258899402
4111,B+,Fred Lammie,film,332,2.7,567271147
4112,A-,VideoYoum7 | قناة اليوم �…,news,106510,2.7,1136024874
4113,A-,Muzik247,music,1401,2.7,1343436361
4114,A-,LoveSHEET,,59,2.7,603501728
4115,B+,القيثارة | Alqithara,music,902,2.7,889385563
4116,A-,El Adl Group,entertainment,2355,2.7,1290976956
4117,B-,Kaaris,,2,2.69,11717850
4118,B-,Amanda Steele,howto,443,2.69,252603289
4119,A-,LOVEiS+,music,744,2.69,2139571161
4120,A,Shadow Music,people,227,2.69,1011674640
4121,C+,Teatro de Genevieve - Português,film,8,2.69,78135
4122,A-,COMEDY SONOTEK,entertainment,939,2.69,747244569
4123,B,I Like To Make Stuff,howto,334,2.69,201978885
4124,B,Joey Salads,comedy,304,2.69,514817682
4125,B-,Janoskians,comedy,181,2.69,273834941
4126,D-,RG Entertainment,film,32,2.69,195929460
4127,A-,Cantece Gradinita .ro,film,136,2.69,2231655193
4128,B,Montalvão,games,4805,2.69,464582337
4129,B+,Thariq Halilintar,people,37,2.69,68576708
4130,B+,Гараж 54,autos,529,2.69,531814857
4131,B-,Louis Tomlinson,people,3,2.69,960681
4132,B+,Ñengo Flow,music,112,2.69,772002582
4133,A-,Top Pakistani Dramas,people,7171,2.69,1065655231
4134,B+,Surry,games,4856,2.69,1214515126
